id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,value_score
18520516,Rare Designer-Decorated Loft in Prime Williamsburg,19355895,Nicolas,Brooklyn,Williamsburg,Entire home/apt,300,4,11,0.44,94,0.0528
18521860,Skylight Suite on Park Block,7797101,Athena,Brooklyn,Park Slope,Entire home/apt,180,2,67,2.88,289,1.444222222222222
18522181,Beautiful in Brooklyn - Perfect for Groups!,106454216,Steven,Brooklyn,Bushwick,Entire home/apt,180,2,54,2.15,308,0.945
18522547,Stunning And Stylishly Furnished Apt In Bushwick,128424841,Oscar,Brooklyn,Bushwick,Entire home/apt,149,1,30,1.13,284,0.42885906040268457
18523918,Peaceful sunny flat with backyard,49562545,Ella,Brooklyn,Williamsburg,Entire home/apt,235,1,57,7.04,228,1.9501276595744679
18526162,Gone with the Wind,75360607,Fernando,Queens,Sunnyside,Entire home/apt,199,5,91,3.48,57,2.0486432160804022
18535402,Cozy room in Bayside Queens,21250331,Clara,Queens,Bayside,Private room,38,1,86,4.19,346,11.745789473684212
18540170,Great room across the street from the High bridge,128692351,Nahuel,Bronx,Highbridge,Private room,100,2,107,4.12,344,5.478400000000001
18542490,Brownstone Parlor in Crown Heights,386263,Vineet,Brooklyn,Crown Heights,Entire home/apt,171,3,61,2.59,267,1.280643274853801
18543045,Room in Bright and Spacious East Village Apartment,7130003,Ranita,Manhattan,East Village,Private room,169,4,29,1.14,220,0.3672189349112425
18543400,"Cozy, Quaint and Quiet Private Room",95341869,Carleen,Brooklyn,Bedford-Stuyvesant,Private room,60,2,47,1.81,77,2.2011666666666665
18546787,Charming safe beautifully furnished,127501584,Aminata Mody,Bronx,Hunts Point,Private room,65,4,36,1.36,365,1.3070769230769232
18548112,Cozy and GREAT Stay in the West Village heart ❤️,12831071,A.J.,Manhattan,Greenwich Village,Private room,90,5,69,2.62,137,2.775333333333333
18549222,Private room in Astoria  close to Manhattan,128768798,Ruth,Queens,Ditmars Steinway,Private room,78,2,69,2.65,166,3.228846153846154
18550867,The Bridge Complex,128785279,Dusean,Bronx,Pelham Gardens,Entire home/apt,199,2,81,3.17,286,1.6973366834170853
18559902,Central Park View 5th Avenue,125021178,Avi,Manhattan,Midtown,Entire home/apt,350,3,16,0.64,352,0.07497142857142858
18560569,Central Park north spacious residence,9727058,Pat,Manhattan,Harlem,Entire home/apt,199,3,17,0.65,280,0.1409547738693467
18561618,Comfy & Cozy Space in the Upper West Side,128860627,Chris,Manhattan,Upper West Side,Shared room,65,3,68,2.6,138,3.766153846153846
18564694,Affordable and Cozy Room,33434914,Juan,Bronx,Parkchester,Private room,40,2,62,2.38,44,5.239
18565752,"""WELCOME TO BROOKLYN"" PARK SIDE VIEW STUDIO APT",52403444,"R, J",Brooklyn,Bedford-Stuyvesant,Entire home/apt,109,1,148,5.59,20,8.94788990825688
18568171,"Affordable, Cozy, Skylit Room in Renovated House",54548000,Danny,Brooklyn,Bedford-Stuyvesant,Private room,70,1,54,2.15,197,2.4299999999999997
18569279,"ENTIRE HOME- UPPER EAST SIDE, NYC",4677247,Elizabeth,Manhattan,Upper East Side,Entire home/apt,150,2,17,0.71,338,0.1938
18570075,SUPER CLEAN.,99629743,Leatha,Brooklyn,Clinton Hill,Entire home/apt,349,2,52,1.99,361,0.4455014326647565
18582792,"""HELLO BROOKLYN"" PARK SIDE VIEW NEWLY RENO APT.",52403444,"R, J",Brooklyn,Bedford-Stuyvesant,Entire home/apt,109,1,146,5.57,21,8.800183486238533
18583467,Great place for one or two.,22059655,Mercedes,Manhattan,Washington Heights,Private room,80,1,93,3.59,311,5.335875
18584180,CHARMING CHELSEA BROWNSTONE STUDIO NEAR HIGHLINE,21866971,Ben,Manhattan,Chelsea,Entire home/apt,180,3,24,1.12,14,0.2826666666666667
18584742,Cozy room across the street from the high bridge,128692351,Nahuel,Bronx,Highbridge,Private room,80,2,100,3.86,338,6.074999999999999
18585458,Cozy Two Bedrooms Home Away From Home  Getaway.,61673952,Artnell,Brooklyn,East Flatbush,Entire home/apt,105,2,108,4.18,320,5.327999999999999
18586018,3 BDR APT AND ROOFTOP ONE TRAIN STOP TO MANHATAN,69124870,Ana Y Victor,Brooklyn,Williamsburg,Entire home/apt,315,2,117,4.44,262,2.0205714285714285
18586873,Large Luxury Condominium In the Heart of Manhattan,129062212,Sara,Manhattan,Hell's Kitchen,Entire home/apt,90,7,18,0.7,242,0.33999999999999997
18592160,"Quiet one bedroom in LES, Great location!",23356363,Pablo,Manhattan,Lower East Side,Entire home/apt,200,2,24,0.91,6,0.22920000000000001
18593138,"Luxury Master Suite - Sunlit, Private floor + bath",278576,Marc,Brooklyn,Prospect-Lefferts Gardens,Private room,90,3,46,1.91,197,1.4873333333333334
18597908,Two Whole Floors On the Brooklyn Waterfront,118880596,Caroll,Brooklyn,Columbia St,Entire home/apt,150,4,13,0.56,6,0.13520000000000001
18599296,Comfy Entire Studio Apartment Near Central Park,1692538,Nuttamon,Manhattan,Upper East Side,Entire home/apt,168,1,126,4.78,287,4.335000000000001
18601353,Spacious bedroom in Brooklyn - Great for couples!,101258676,Uri,Brooklyn,Kensington,Private room,48,1,116,4.47,343,13.219166666666666
18606237,Cozy bedroom in historical home.,128338539,Reuben,Staten Island,Stapleton,Private room,43,1,37,1.56,89,2.2027906976744185
18609316,"Manhattan- sofa bed, private room, no deposit",7055854,Diane,Manhattan,Harlem,Private room,60,5,28,1.07,267,0.9660000000000001
18611605,Lovely Room in Brooklyn,129273512,Lisa& Jonathan,Brooklyn,Gowanus,Private room,145,1,80,3.1,282,2.2620689655172415
18611872,"Sunny bedroom, cozy townhouse in Buschwick",1637060,Caio,Brooklyn,Bushwick,Private room,75,2,80,3.11,3,4.3839999999999995
18612976,Audrey's Escape,13730809,Kevin,Brooklyn,Brownsville,Private room,60,6,26,1.0,90,0.8666666666666667
18613981,Beautiful bedroom in Quiet House,90289877,Abi,Queens,Flushing,Private room,36,2,98,3.8,31,13.066666666666666
18615054,Cozy room in charming home,1635983,Sheila,Bronx,Schuylerville,Private room,40,4,35,1.36,171,2.0650000000000004
18615903,Private Bathroom & Communal Cat in Large Sunny Apt,1038989,Kung,Brooklyn,Williamsburg,Private room,95,3,69,2.63,56,2.6365263157894736
18616217,"Local West Village, Manhattan Apartment",22204359,Abel,Manhattan,West Village,Entire home/apt,199,4,24,0.95,35,0.23517587939698492
18617195,Spacious one bedroom appartement - Williamsburg,1599261,Daphnee,Brooklyn,Williamsburg,Entire home/apt,140,3,19,0.73,218,0.23478571428571426
18617676,Spacious apartment in the Lower east side,129333453,Larry,Manhattan,Lower East Side,Entire home/apt,110,3,19,0.73,34,0.2988181818181818
18619857,Ms. Dee Comfort Zone,97794385,Debra,Queens,Jamaica,Private room,30,1,15,0.67,90,0.8349999999999999
18625919,Cozy Studio Apartment with Spacious Backyard!,129396046,Tony,Brooklyn,East New York,Entire home/apt,99,2,145,5.84,356,10.018181818181818
18626606,NYC. Central Park West. Prime Spot!,129179250,Mark,Manhattan,Upper West Side,Entire home/apt,200,4,10,0.43,68,0.0715
18632502,"Charming Carroll Gardens, Brooklyn Apartment",14505375,Triada,Brooklyn,Carroll Gardens,Entire home/apt,125,2,69,2.66,275,2.0203200000000003
18632582,Brooklyn Dream Home + Private Patio,2420586,Sabrina,Brooklyn,Brooklyn Heights,Entire home/apt,325,2,12,0.46,39,0.05390769230769231
18634847,Huge room in a clean brownstone in Brooklyn.,21402517,Max Prana,Brooklyn,Bedford-Stuyvesant,Private room,50,2,19,0.76,4,0.6688
18635942,Beautiful Studio Apartment on the E70th St,55814053,Maria,Manhattan,Upper East Side,Entire home/apt,120,1,89,3.43,9,3.2855833333333333
18637912,Family-friendly Bright Studio in Our Brooklyn Home,129497806,Jody,Brooklyn,East Flatbush,Entire home/apt,94,2,73,3.09,66,3.176276595744681
18638573,Adorable room in Astoria - 20 mins to Manhattan!,28290772,Anushua,Queens,Astoria,Private room,63,2,27,1.03,338,0.8700000000000001
18646653,Upper East Side 1 bedroom near Central park,33786241,Sean,Manhattan,Upper East Side,Entire home/apt,123,3,32,1.22,4,0.577560975609756
18647217,Cozy Contemporary Couch by Central Park,128531725,Shia,Manhattan,Morningside Heights,Private room,55,3,103,3.93,18,9.232545454545454
18648243,Contemporary Room Close to Columbia & Central Park,128531725,Shia,Manhattan,Harlem,Private room,75,2,41,1.57,1,1.4049333333333334
18649105,Large 1 Bedroom in Astoria/Long Island City!,44838931,Andrea,Queens,Astoria,Private room,90,3,17,0.65,334,0.31166666666666665
18649351,"BEST LOCATION, ONLY 5 MIN TO MANHATAN.",69124870,Ana Y Victor,Brooklyn,Williamsburg,Private room,400,1,44,2.19,77,0.3509
18649806,Cozy 1 Bedroom with Queen bed,44838931,Andrea,Queens,Astoria,Private room,62,3,27,1.03,154,0.8840322580645162
18649822,Union Square Private Sunny Dream Home,126470577,Kseniya,Manhattan,Gramercy,Entire home/apt,287,1,68,2.67,324,0.8695470383275261
18650087,Red Flower,21854022,Paul,Manhattan,Harlem,Entire home/apt,200,1,78,3.0,84,1.56
18650569,A Home Base in Brooklyn,35881969,John,Brooklyn,Williamsburg,Private room,58,1,96,3.82,79,7.977931034482759
18652220,Williamsburg Sanctuary,7147164,Tiffany,Brooklyn,Williamsburg,Entire home/apt,325,3,32,1.25,33,0.22153846153846155
18666975,"PRIVATE, QUIET, Clean NY APT. 3mins to JFK Airport",125557444,Ada,Queens,Jamaica,Entire home/apt,80,1,22,0.85,305,0.50875
18667956,Bushwick Chef's house,71224013,Heejun,Brooklyn,Bushwick,Private room,70,1,22,0.85,331,0.5814285714285715
18669496,Med. sized bdrm in Historical house on Staten Isl.,128338539,Reuben,Staten Island,Stapleton,Private room,50,1,25,1.03,73,1.0150000000000001
18671835,Private Room with Skyline View. Near LGA airport,129743937,Win,Queens,East Elmhurst,Private room,44,1,141,10.19,47,35.85886363636364
18676837,"Private Room & Entrance, Two Blocks from Times Sq!",64177548,David,Manhattan,Hell's Kitchen,Private room,135,3,65,2.92,25,1.8874074074074072
18688150,"""Chill"" Private 1BR Close to A,C,B,D,2,3",24906403,Howard,Manhattan,Harlem,Private room,60,2,51,2.26,170,2.771
18690466,Spacious 2bed private rm close St.BarnabasHospital,127249880,Emma,Bronx,Tremont,Private room,45,2,49,1.95,324,3.2122222222222225
18690921,PRIME LOCATION/SUNLIT ROOM,129927411,Andrea,Manhattan,Little Italy,Private room,110,1,166,6.37,71,11.122
18692028,MODERN 3 BEDROOM APT IN THE HEART OF BROOKLYN,128707088,Nazila,Brooklyn,Downtown Brooklyn,Entire home/apt,325,2,94,3.67,166,1.3507076923076924
18704413,Large Private Suite in Classic Brooklyn Brownstone,130035533,Linda,Brooklyn,Brooklyn Heights,Entire home/apt,200,2,80,3.14,271,1.6560000000000001
18705087,Times Square studio,104691618,Azi,Manhattan,Hell's Kitchen,Entire home/apt,180,2,36,1.4,2,0.4799999999999999
18706173,Great 2 bedroom suite in Bed Stuy,17859338,Jacqueline,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,59,2.42,88,1.261125
18706845,Private Budget Room For Awesome Guests. #1,97018938,Ude,Brooklyn,Canarsie,Private room,42,1,29,1.13,35,1.4707142857142856
18718195,Private Bedroom in Manhattan,59117179,Mariama,Manhattan,Roosevelt Island,Private room,110,1,48,1.86,342,1.2480000000000002
18719129,"Big room in Queens, close to all...皇后区大房, 近超市､地铁",129942781,Jiqiong,Queens,Rego Park,Private room,60,3,46,1.77,48,2.123666666666667
18719526,Townhouse Garden Apartment - Park Block,20662116,"Jeanne - Aka, 'Rindy'",Brooklyn,Park Slope,Entire home/apt,165,4,41,1.63,170,0.6535151515151515
18719762,AMAZING HOUSE 3 Bedrooms 3 Bathrooms.,52084781,Ms. George,Queens,Glendale,Entire home/apt,150,3,22,0.93,292,0.2830666666666667
18721209,Bronx Wakefield Large Furnished Room,130185165,Ms. H,Bronx,Wakefield,Private room,60,1,39,1.57,360,1.6705000000000003
18729143,Private Bedroom in Trendy Williamsburg Loft,643120,Sam,Brooklyn,Williamsburg,Private room,52,5,111,4.26,10,11.228076923076923
18731641,The Omaric,53560822,Desmond,Manhattan,Harlem,Entire home/apt,95,2,49,1.92,14,1.5061052631578946
18732648,Large Private Bedroom in Cool Williamsburg Apt.,30487854,Ben,Brooklyn,Williamsburg,Private room,50,5,16,0.62,10,0.5184000000000001
18736455,Lexington Av. Zen Garden Apartment,2000711,Ori & Juanjo,Brooklyn,Bedford-Stuyvesant,Entire home/apt,137,5,86,3.34,191,2.724379562043796
18736484,Minutes from JFK airport and famous mall,128086219,Hannah,Queens,Rosedale,Private room,49,2,61,2.36,65,4.182857142857142
18738138,Huge room with private bathroom in East Harlem!,68762417,Simon,Manhattan,East Harlem,Private room,125,1,19,0.73,115,0.26295999999999997
18745141,Comfy Private Bedroom,22384027,Shahana,Brooklyn,Crown Heights,Private room,39,1,41,1.57,218,2.701794871794872
18752307,The Regal Crash Suite,130461656,King,Manhattan,Harlem,Entire home/apt,195,1,51,1.96,67,0.7741538461538462
18753406,Large King size bed private entrance 5 mins to NYC,51459559,Rossana,Queens,Astoria,Private room,69,5,17,0.65,208,0.40652173913043477
18753645,Beautiful Brooklyn Apartment! Newly Renovated!,130473272,Carla,Brooklyn,Prospect Heights,Entire home/apt,150,2,140,5.61,94,6.169333333333334
18755777,Nice and fully furnished room in Staten Island,130493959,Ely,Staten Island,Port Richmond,Private room,40,1,63,2.42,343,5.3865
18766576,Nicer than average - on best block in Wash.Heights,130582015,Allison,Manhattan,Washington Heights,Private room,50,3,18,1.78,298,1.0008000000000001
18767961,Spacious and Sunny Private Bedroom in Dumbo,1649108,Allie,Brooklyn,Vinegar Hill,Private room,80,1,53,2.33,21,2.206125
18771633,"4 twin bunkbeds, 5 minutes to JFK",114975592,John And Colleen,Queens,Springfield Gardens,Private room,100,1,15,0.62,84,0.243
18772198,Clean Cozy & Comfy Apartment In NYC!,41658748,Ben,Manhattan,Gramercy,Entire home/apt,265,2,58,2.65,323,0.7988679245283018
18776660,East Williamsburg/Bushwick Loft,130667097,Paul,Brooklyn,Williamsburg,Private room,55,1,25,0.96,364,0.8909090909090909
18776908,Luminous studio in Union Square,2544425,Margot,Manhattan,East Village,Entire home/apt,160,7,35,1.4,7,0.525
18778024,Modern Bright Bedroom 30 seconds to Subway!,779551,Lana,Queens,Long Island City,Private room,100,2,91,3.54,21,4.1314
18783614,Oversized sun drenched loft in trendy Williamsburg,1156763,Marie-Astrid,Brooklyn,Williamsburg,Entire home/apt,250,3,37,2.35,174,0.4958
18785035,"Giant bedroom in Carroll Gardens, Brooklyn",130735852,Elsa,Brooklyn,Carroll Gardens,Private room,77,2,18,0.77,1,0.4137662337662338
18789373,Whole apartment in Williamsburg 1 block to train,130774060,Fanny,Brooklyn,Williamsburg,Entire home/apt,165,6,10,0.39,18,0.08424242424242426
18789421,Peace in Brooklyn,130774685,Edmund,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,96,3.87,1,3.74016
18791570,Small but cozy room near Park and Subway,33583621,Zachary,Brooklyn,South Slope,Private room,53,3,70,2.82,256,5.0452830188679245
18793633,Beautiful 1 Bed near Washington Square Park!!,38609043,Lauren,Manhattan,Greenwich Village,Entire home/apt,299,2,28,1.15,64,0.20133779264214047
18794243,Brooklyn Room Close to Manhattan,26738513,Malachi,Brooklyn,Bushwick,Private room,55,3,49,1.9,13,2.5836363636363635
18794680,HUGE ROOM -- BEST PRICE,32209352,Diana,Brooklyn,Bushwick,Private room,65,2,17,1.21,349,0.578
18795229,Ground Floor Studio,130822245,Joe Berat,Queens,Rego Park,Entire home/apt,70,1,89,3.42,157,5.619714285714285
18795447,Large Private Room in Heart of Diversity.,89071431,Ikello,Bronx,Mount Eden,Private room,55,2,112,4.65,271,11.505454545454546
18803064,Once Upon Avant-garde Bushwick,126159726,Steven,Brooklyn,Bushwick,Private room,63,3,96,3.7,282,7.161904761904762
18806323,"Seaside Nest
#SeasideNestNYC",130897041,Robert,Queens,Arverne,Entire home/apt,250,2,48,1.93,280,0.56256
18809063,Lovely apartment in Brooklyn,58528354,Karen,Brooklyn,Crown Heights,Entire home/apt,85,2,42,1.71,147,1.3390588235294116
18812046,nice /clean env.10 mins from JFK with free parking,130974654,Joseph,Queens,Cambria Heights,Private room,80,5,23,1.0,83,0.575
18812330,A Guest Room in a Bushwick Artist/Musician's Loft,71849302,Dave,Brooklyn,Williamsburg,Shared room,64,1,69,3.04,81,4.355625
18813227,"★Comfy Bedroom in Convenient, awesome location!★",51380878,Jean Paul,Brooklyn,Flatbush,Private room,31,1,83,3.28,37,11.459354838709675
18822775,2 Rooms+Private Bath in Large Colonial House,107169456,James,Brooklyn,Flatbush,Private room,90,1,46,1.8,260,1.431111111111111
18823516,PRIME LOCATION/SUNLIT ROOM 2,129927411,Andrea,Manhattan,Chinatown,Private room,130,1,141,5.44,76,6.984923076923078
18824754,"Sunny, private room !Sheepshead Bay Area.",74697676,Oksana,Brooklyn,Sheepshead Bay,Private room,50,5,40,1.57,321,2.056
18826197,Room in 5 bedroom house with a backyard!,65407018,Harmony,Brooklyn,Greenpoint,Private room,85,5,45,1.79,355,1.4770588235294118
18828846,"Private Studio Apartment, Staten Island, NYC",131115416,Kat,Staten Island,Emerson Hill,Entire home/apt,49,1,43,1.67,64,2.343061224489796
18836532,"Spacious Ocean-Side Studio in
Brooklyn w/Parking",131180798,Maria,Brooklyn,Bath Beach,Entire home/apt,119,2,51,2.01,160,1.2899999999999998
18838643,Private bedroom in West Soho/West Village,3714721,James,Manhattan,SoHo,Private room,76,2,60,2.37,116,2.660526315789474
18838909,Beautiful Seaview apt. Gated community.  Near JFK.,131204454,Ronn,Brooklyn,Canarsie,Entire home/apt,46,1,58,2.29,80,4.148260869565218
18840735,Light & Cozy SoHo Hacienda,130815919,Frank,Manhattan,SoHo,Entire home/apt,205,2,109,4.29,32,2.8127317073170732
18840866,Private Room with Private Bath Upper East Side,19424541,Barbara,Manhattan,Upper East Side,Private room,190,1,15,0.68,63,0.13263157894736843
18842507,Luxury Apt Financial Dist. steps from Wall Street,10355011,Luidmila,Manhattan,Financial District,Private room,135,3,76,2.93,338,2.2124444444444444
18847331,Zen Private Rm with roof access in Upper Manhattan,7635592,Adrienne,Manhattan,Washington Heights,Private room,49,7,10,0.46,76,0.2979591836734694
18852200,Comfy Single Bedroom-Large East Village Apartment,42422050,Paula,Manhattan,East Village,Private room,75,2,19,0.99,303,0.5041333333333333
18853435,B1Cozy Room in Long Island City Great Location.,79105834,Leo,Queens,Long Island City,Private room,54,1,73,2.89,279,5.258703703703704
18855694,SOHO/NOLITA GEM (NYC's BEST LOCATION),764549,Joe,Manhattan,Nolita,Private room,142,2,44,1.82,246,0.8738028169014085
18855750,Flushing Haven (B),131354448,Tammie,Queens,Flushing,Private room,50,2,54,2.09,174,3.3371999999999997
18855980,Close by La Guardia airport,109526714,Aleida,Queens,East Elmhurst,Private room,50,1,97,3.86,149,9.4284
18856302,Immaculate and beautiful 2 BDR private apartment,130618404,Rachel,Brooklyn,Crown Heights,Entire home/apt,109,1,93,3.66,79,3.9759633027522936
18857790,Private bedroom in a quiet and safe neighborhood,55813598,Karen,Brooklyn,Gravesend,Private room,40,1,95,3.69,354,11.138749999999998
18857875,Cozy 1BR with private bathroom. Near everything!,131383679,Antonella,Manhattan,Upper West Side,Private room,100,1,14,0.55,24,0.217
18858192,Sweet Home Away from Home - 1 Bedroom Apt,71146310,Patrick,Queens,Glendale,Entire home/apt,99,4,62,2.41,81,2.135555555555556
18858761,Private Entrance Astoria Five min walk to subway,131392140,Vik,Queens,Astoria,Entire home/apt,125,2,49,1.99,86,1.1720800000000002
18867401,Studio apartment close to Central Park,128579948,Giampiero,Manhattan,Upper East Side,Entire home/apt,250,2,85,3.28,306,1.4551999999999998
